Set,CardID,Name,Identifier,Color,Type,Attribute,Ability,Cost,Vibe,Rarity,FeaturingPudgy,IllusName,imageURL
Lotl,64,Fishing Trip,FishingTrip,Green,Action,EMPTY,"Flop all unflopped Characters in your huddle.
You get a Fishsicle for each Green Character
flopped this way.",GG,EMPTY,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/FishingTrip.png
Lotl,65,Mystery of the Everlasting Fish,MysteryOfTheEverlastingFish,Green,Action,EMPTY,"You get a Fishsicle.
Whenever you use a Fishsicle,
if this card is in your ice,
return it to your hand.",GG,EMPTY,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/MysteryOfTheEverlastingFish.png
Lotl,66,Overwhelm With Fish,OverwhelmWithFish,Green,Action,EMPTY,"Choose a Character. If its vibe is equal to or less than
the number of Fishsicles you have, ice it.",GG,EMPTY,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/OverwhelmWithFish.png
Lotl,67,Be a Lil Evil,BeALilEvil,Green,Action,EMPTY,"As an additional cost to play this Action,
ice a card from your hand. 
Choose an Action with a single choice,
cancel it, and copy that Action.
(You make new choices for the copy).",GG,EMPTY,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/BeALilEvil.png
Lotl,68,Be Weird and Silly,BeWeirdAndSilly,Green,Action,EMPTY,"Choose an Action, cancel it,
and return it to its owner's hand.
Draw a card. You get a Fishsicle.",GGG,EMPTY,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/BeWeirdAndSilly.png
Lotl,69,Capture the Moment,CaptureTheMoment,Green,Action,EMPTY,"Choose a Character. Unflop it
and put vibe counters on it equal to
the number of Fishsicles you have.",GGGG,EMPTY,Uncommon,2238,Clare Altman,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/CaptureTheMoment.png
Lotl,70,Look Inside,LookInside,Green,Action,EMPTY,"Choose a Character, Relic, or Rod.
Return it to its owner's hand.
Its owner ices a card from their hand.",GGGGG,EMPTY,Rare,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LookInside.png
Lotl,71,No Way!,NoWay,Green,Action,Saucy,"You can only play this Action if it's face-down
as a Rod. Flip this card over to play it.
Choose a Character with vibe 3 or less and ice it.",GG,EMPTY,Rare,2238,Yosuke Ando & Clare Altman,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/NoWay.png
Lotl,72,Lil Gardenkeeper,LilGardenkeeper,Green,Character,Lil Penguin,"Whenever a Location enters play,
you get a Fishsicle.",3,3,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilGardenkeeper.png
Lotl,73,Lil Frosty,LilFrosty,Blue,Character,Lil Penguin,,1,2,Common,2238,Bluugu,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilFrosty.png
Lotl,74,Lil Who Hoops,LilWhoHoops,Blue,Character,Lil Penguin,"At the end of Action Time, ice this Character.
[ACT] _F_: Draw a card.",2,1,Uncommon,2238,Yosuke Ando & Clare Altman,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilWhoHoops.png
Lotl,75,Lil Contemplator,LilContemplator,Blue,Character,Lil Penguin,"Whenever any number of Lils become
unflopped, put a vibe counter on this Character.",3,1,Uncommon,2238,Yosuke Ando & Clare Altman,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilContemplator.png
Lotl,76,Lil Milkmaid,LilMilkmaid,Blue,Character,Lil Penguin,"This Character's vibe is twice the number
of cards in your opponent's hand.",3,?,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilMilkmaid.png
Lotl,77,Lil Waker,LilWaker,Blue,Character,Lil Silly Penguin,"[ACT] _F_, pick two cards in your ice
and put them on the bottom of your deck:
Choose a flopped non-Silly Character and unflop it.",3,3,Common,2238,Yosuke Ando & Clare Altman,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilWaker.png
Lotl,78,Tina Who Tears,TinaWhoTears,Blue,Character,Lil Penguin,"When this Character enters the huddle,
you may choose a Relic.
If you do, turn it face-down as a Rod.",3,1,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/TinaWhoTears.png
Lotl,79,The Herald of Horizons,TheHeraldOfHorizons,Blue,Character,Lil Penguin,"[ACT] _F_: Boost the vibe of every Lil
in your huddle by 2 for the rest of this Cycle.",4,5,Uncommon,2238,Bluugu,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/TheHeraldOfHorizons.png
Lotl,80,Lil Jelly,LilJelly,Blue,Character,Lil Penguin,"[ACT] _F_, ice a card from your hand:
Draw a card.",5,1,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilJelly.png
Lotl,81,Blizzby the Swift,BlizzbyTheSwift,Blue,Character,Lil Swordsman Penguin,"[ACT] _B__Y_, _F_: Choose a flopped Lil
and ice it.",4,1,Rare,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/BlizzbyTheSwift.png
Lotl,82,Penguin Who Wakes,PenguinWhoWakes,Blue,Character,Silly Penguin,"[ACT] _F_: Choose a flopped
non-Silly Lil and unflop it.",4,3,Common,2238,Bluugu,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/PenguinWhoWakes.png
Lotl,83,liL mOCkeR,LilMocker,Blue,Character,Lil Penguin,"Whenever this Character becomes unflopped,
if it's not at the Unfloppening,
choose a Character and flop it.",5,3,Rare,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilMocker.png
Lotl,84,Marilyl,Marilyl,Blue,Character,Lil Penguin,"When this Character enters the huddle,
each player ices the top two cards of their deck.",5,7,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/Marilyl.png
Lotl,85,"Binkus, Who Eats the Stars",BinkusWhoEatsTheStars,Blue,Character,Lil Penguin,"Playable from ice. As you play Binkus,
put up to thirteen cards from your opponent's ice
on the bottom of their deck to reduce Binkus' cost
by that amount. Binkus' vibe is twice the number
of Character cards in your opponent's ice.",13,?,Mythic,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/BinkusWhoEatsTheStars.png
Lotl,86,Lil Dragonrider,LilDragonrider,Blue,Character,Lil Penguin,"When this Character enters the huddle,
pick up to two cards in your opponent's ice
and put them on top of their deck in any order.
(Your opponent knows the order).",6,5,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilDragonrider.png
Lotl,87,Is This a Rod,IsThisARod,Blue,Action,EMPTY,"Choose a Rod. Return it to its owner's hand.
If it wasn't a Rod you owned,
its owner gets a Fishsicle.",B,EMPTY,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/IsThisARod.png
Lotl,88,An Offer You Can't Refuse,AnOfferYouCantRefuse,Blue,Action,EMPTY,"Choose an unflopped Lil.
Put it on top of its owner's deck.",BB,EMPTY,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/AnOfferYouCantRefuse.png
Lotl,89,"Ooo, Shiny",OooShiny,Blue,Action,EMPTY,"Choose a Lil or choose a Character with
vibe 6 or less. At the end of Action Time,
unflop that Character.",BB,EMPTY,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/OooShiny.png
Lotl,90,Tie Game,TieGame,Blue,Action,EMPTY,Each player ices a Character in their huddle.,BB,EMPTY,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/TieGame.png
Lotl,91,Win the Race,WinTheRace,Blue,Action,EMPTY,"Choose a flopped Character in your huddle
and unflop it. Ice that Character
at the end of this Cycle.",BB,EMPTY,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/WinTheRace.png
Lotl,92,Go With the Flow,GoWithTheFlow,Blue,Action,EMPTY,"Each player draws cards equal to
the number of unflopped Lils
in their huddle.",BBB,EMPTY,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/GoWithTheFlow.png
Lotl,93,Turn to Rod,TurnToRod,Blue,Action,EMPTY,Choose a Character and turn it face-down as a Rod.,BBB,EMPTY,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/TurnToRod.png
Lotl,94,Four of a Kind,FourOfAKind,Blue,Action,EMPTY,"Choose four Characters in your huddle
with the same name. You win the game.",BBBB,EMPTY,Rare,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/FourOfAKind.png
Lotl,95,Force of Lil,ForceOfLil,Blue,Action,EMPTY,"Choose an Action and cancel it.
You may play this Action without paying
its Pudge cost if there are at least
five flopped Lils in your huddle.",BBBBB,EMPTY,Rare,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/ForceOfLil.png
Lotl,96,Inconceivable!,Inconceivable,Blue,Action,Saucy,"You can only play this Action if it's face-down
as a Rod. Flip this card over to play it.
Choose a Lil and a non-Lil Character.
Unflop those Characters.",B,EMPTY,Rare,2238,Yosuke Ando & Clare Altman,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/Inconceivable.png
Lotl,97,Lil Moonlight,LilMoonlight,Purple,Character,Lil Penguin,,1,2,Common,2238,Bluugu,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilMoonlight.png
Lotl,98,Lil Quaker,LilQuaker,Purple,Character,Lil Penguin,"[ACT] _F_, pick two Location cards in your ice
and put them on the bottom of your deck:
Draw a card.",2,1,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilQuaker.png
Lotl,99,Penguin Who Quakes,PenguinWhoQuakes,Purple,Character,Penguin,"When this Character enters the huddle,
reveal the top card of your deck. If it's
a Relic card with Fish cost 4 or less,
draw it. If not, put it on the bottom
of your deck.",2,1,Rare,2238,Bluugu,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/PenguinWhoQuakes.png
Lotl,100,Lil Lucky,LilLucky,Purple,Character,Lil Penguin,"Whenever another Purple Character 
in your huddle or a Relic you control is iced,
you get a Fishsicle.",3,3,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilLucky.png
Lotl,101,Lil Solo Adventurer,LilSoloAdventurer,Purple,Character,Lil Penguin,"Whenever a Location enters play, draw a card.
Whenever another Lil Solo Adventurer
enters a huddle, ice this Character.",3,3,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilSoloAdventurer.png
Lotl,102,Lil Space Cadet,LilSpaceCadet,Purple,Character,Lil Penguin,"This Character's vibe is twice
the number of Relic cards in your ice.",3,?,Common,2238,Yosuke Ando & Clare Altman,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilSpaceCadet.png
Lotl,103,Lil Surprised,LilSurprised,Purple,Character,Lil Penguin,"Whenever a Location enters play,
put 2 vibe counters on this Character.",3,1,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilSurprised.png
Lotl,104,Becky Breaker,BeckyBreaker,Purple,Character,Lil Penguin,"[ACT] _F_: Choose a Relic you don't control.
Swap it with a Relic card in its owner's ice.",4,1,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/BeckyBreaker.png
Lotl,105,Pebblington the Brave,PebblingtonTheBrave,Purple,Character,Lil Swordsman Penguin,"[ACT] _P__R_, _F_: Choose a flopped Lil
and ice it.",4,1,Rare,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/PebblingtonTheBrave.png
Lotl,106,Lil Detective,LilDetective,Purple,Character,Lil Penguin,"Whenever you draw a card,
put a vibe counter on this Character.",4,1,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilDetective.png
Lotl,107,Lil Lookout,LilLookout,Purple,Character,Lil Penguin,"When this Character enters the huddle,
search your deck for a Location card,
reveal it, shuffle your deck,
and put it second from the top.",4,3,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilLookout.png
Lotl,108,The Warden of Wind,TheWardenOfWind,Purple,Character,Lil Penguin,"Whenever a Lil wins Vibe Check,
its controller draws a card.",4,3,Common,2238,Bluugu,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/TheWardenOfWind.png
Lotl,109,Be Big and Goofy,BeBigAndGoofy,Purple,Action,,"Choose a Lil. That Character is no longer a Lil
for the rest of this Cycle. Draw a card.",PP,EMPTY,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/BeBigAndGoofy.png
Lotl,110,Lil Who Slides,LilWhoSlides,Purple,Character,Lil Penguin,"Whenever this Character is chosen, ice it.",4,11,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilWhoSlides.png
Lotl,111,Lil Who's Down Bad,LilWhosDownBad,Purple,Character,Lil Penguin,"When this Character enters the huddle,
each player draws a card.",5,7,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilWhosDownBad.png
Lotl,112,Lil Drippy,LilDrippy,Purple,Character,Lil Penguin,"This Character can only [ACT] if you control a Location.
[ACT] _F_: Pick a Location card in your ice
with a different name than the Location in play.
Put it into play.",6,3,Mythic,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilDrippy.png
Lotl,113,Petite Pourer,PetitePourer,Purple,Character,Lil Penguin,"Whenever you play a Relic,
choose a Character and flop it.",8,9,Rare,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/PetitePourer.png
Lotl,114,Lil Who Scoops,LilWhoScoops,Purple,Character,Lil Penguin,"When this Character enters the huddle,
each player may ice a Relic they control.
If they do, they draw a card.",3,3,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilWhoScoops.png
Lotl,115,Phone Home,PhoneHome,Purple,Action,EMPTY,"Choose a Character and a Location.
Ice the one with the lower Fish cost.
If there's a tie, ice them both.",PP,EMPTY,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/PhoneHome.png
Lotl,116,Throw Some Snow,ThrowSomeSnow,Purple,Action,EMPTY,"Choose a Character with an [ACT].
Ice that Character.",PP,EMPTY,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/ThrowSomeSnow.png
Lotl,117,Distract,Distract,Purple,Action,EMPTY,"Pick a card in your ice.
Return it to your hand.",PPP,EMPTY,Rare,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/Distract.png
Lotl,118,Cheeky Sidequest,CheekySidequest,Purple,Action,EMPTY,"Choose a Location. Search your deck
for a Location card with Fish cost 1 greater
than the chosen Location's Fish cost.
Put it into play. Shuffle your deck.",PPP,EMPTY,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/CheekySidequest.png
Lotl,119,Pudgticate,Pudgticate,Purple,Action,EMPTY,Ice all Relics.,PPPP,EMPTY,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/Pudgticate.png
Lotl,120,Not Today!,NotToday,Purple,Action,Saucy,"You can only play this Action if it's face-down
as a Rod. Flip this card over to play it.
Choose an Action and cancel it.
Its controller draws two cards.",PP,EMPTY,Rare,2238,Yosuke Ando & Clare Altman,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/NotToday.png
Lotl,121,Wizard of Feathers,WizardOfFeathers,Red Blue,Character,Lil Wizard Penguin,,2,1,Common,2238,Bluugu,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/WizardOfFeathers.png
Lotl,122,Wizard of Dreams,WizardOfDreams,Yellow Green,Character,Lil Wizard Penguin,,2,1,Common,2238,Bluugu,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/WizardOfDreams.png
Lotl,123,Wizard of the Void,WizardOfTheVoid,Green Purple,Character,Lil Wizard Penguin,,2,1,Common,2238,Bluugu,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/WizardOfTheVoid.png
Lotl,124,Wizard of the Deep,WizardOfTheDeep,Blue Yellow,Character,Lil Wizard Penguin,,2,1,Common,2238,Bluugu,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/WizardOfTheDeep.png
Lotl,125,Wizard of Balloons,WizardOfBalloons,Purple Red,Character,Lil Wizard Penguin,,2,1,Common,2238,Bluugu,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/WizardOfBalloons.png
Lotl,126,Build a Burrito,BuildABurrito,Green Purple,Action,EMPTY,"Choose an Action and cancel it.
Put it on top of its owner's deck.",GP,EMPTY,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/BuildABurrito.png
Lotl,127,Layer a Lasagna,LayerALasagna,Purple Red,Action,EMPTY,"Choose a Lil with vibe 5 or less or
a non-Lil Character with vibe 5 or greater
and ice it.",PR,EMPTY,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LayerALasagna.png
Lotl,128,Flip a Flapjack,FlipAFlapjack,Red Blue,Action,EMPTY,"Choose a Lil with vibe 1. Return it
to its owner's hand. Draw a card.",RB,EMPTY,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/FlipAFlapjack.png
Lotl,129,Melt a Marshmallow,MeltAMarshmallow,Blue Yellow,Action,EMPTY,"Reveal the top three cards of your deck.
Pick one and draw it. Put the rest
on the bottom of your deck.",YB,EMPTY,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/MeltAMarshmallow.png
Lotl,130,Dunk a Donut,DunkADonut,Yellow Green,Action,EMPTY,"Pick an Action card in your ice.
Until the end of this Cycle, you can play that Action.
If that Action would be put into your ice this Cycle,
put it on the bottom of your deck instead.",YG,EMPTY,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/DunkADonut.png
Lotl,131,Lil With Balloon,LilWithBalloon,Colorless,Character,Lil Penguin,,2,5,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilWithBalloon.png
Lotl,132,Lil Bellyacher,LilBellyacher,Colorless,Character,Lil Penguin,"[ACT] _F_, ice another Character in your huddle:
Search your deck for a Lil card with Fish cost
1 greater than the Fish cost of the Character you iced.
Put it into your huddle. Shuffle your deck.",4,3,Rare,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LilBellyacher.png
Lotl,133,Penguin Whose Belly Aches,PenguinWhoseBellyAches,Colorless,Character,Penguin,"[ACT] _F_: Choose a Rod you control
and return it to its owner's hand.",6,5,Mythic,2238,Bluugu,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/PenguinWhoseBellyAches.png
Lotl,134,Opera House,OperaHouse,Colorless,Relic,Location,"At the start of Action Time, each player
with exactly six cards in their hand draws a card.
Whenever another Location enters play,
ice this Relic.",1,EMPTY,Common,2238,Bluugu & Clare Altman,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/OperaHouse.png
Lotl,135,Mount Fuji,MountFuji,Colorless,Relic,Location,"When this Relic enters play,
each player names a Character card.
Characters with those names lose all abilities.
Whenever another Location enters play,
ice this Relic.",2,EMPTY,Rare,2238,Yosuke Ando & Clare Altman,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/MountFuji.png
Lotl,136,Half Past Chill,HalfPastChill,Colorless,Relic,Wizard,"When this Relic enters play, choose a Character
and put a vibe counter on it.",3,EMPTY,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/HalfPastChill.png
Lotl,137,Glow and Behold,GlowAndBehold,Colorless,Relic,Wizard,"When this Relic enters play, choose a Character
and put a vibe counter on it.",3,EMPTY,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/GlowAndBehold.png
Lotl,138,Feather Forecast,FeatherForecast,Colorless,Relic,Wizard,"When this Relic enters play, choose a Character
and put a vibe counter on it.",3,EMPTY,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/FeatherForecast.png
Lotl,139,Statue of Liberty,StatueOfLiberty,Colorless,Relic,Location,(Characters under this card are not in the huddle).,3,EMPTY,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/StatueOfLiberty.png
Lotl,140,Potion Commotion,PotionCommotion,Colorless,Relic,Wizard,"When this Relic enters play, choose a Character
and put a vibe counter on it.",3,EMPTY,Uncommon,2238,Lyle Wallis & Clare Altman,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/PotionCommotion.png
Lotl,141,Glass Act,GlassAct,Colorless,Relic,Wizard,"When this Relic enters play, choose a Character
and put a vibe counter on it.",3,EMPTY,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/GlassAct.png
Lotl,142,Easter Island,EasterIsland,Colorless,Relic,Location,"Whenever a player plays an Action,
that player boosts the vibes of Characters
in their huddle by 1 for the rest of this Cycle.
Whenever another Location enters play,
ice this Relic.",4,EMPTY,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/EasterIsland.png
Lotl,143,Leaning Tower,LeaningTower,Colorless,Relic,Location,"Flopped Characters now participate
in Vibe Check, and unflopped Characters
do not participate in Vibe Check.
Whenever another Location enters play,
ice this Relic.",5,EMPTY,Rare,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/LeaningTower.png
Lotl,144,Eiffel Tower,EiffelTower,Colorless,Relic,Location,"Enter the Huddle abilities happen twice.
Whenever another Location enters play,
ice this Relic.",6,EMPTY,Rare,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/EiffelTower.png
Lotl,145,Pongo,Pongo,Colorless,Character,Lil Penguin,"This Character enters the huddle with 8 vibe counters on it.
Pongo doesn't participate in Vibe Check. 
Whenever you play an Action, remove a vibe counter from Pongo. 
If it was the last one, search your deck for a Character card,
put it into your huddle, and shuffle your deck.",6,0,Rare,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/Pongo.png
Lotl,146,Sphinx,Sphinx,Colorless,Relic,Location,"Whenever a Character enters a huddle, its controller
draws a card. Whenever another Location
enters play, ice this Relic.",7,EMPTY,Rare,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/Sphinx.png
Lotl,147,Great Wall,GreatWall,Colorless,Relic,Location,"Whenever a player plays an Action, that player
copies that Action and makes new choices for the copy.
Whenever another Location enters play,
ice this Relic.",8,EMPTY,Rare,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/GreatWall.png
Lotl,148,Colosseum,Colosseum,Colorless,Relic,Location,"Players may look at and play the top card
of their decks. Players cannot play cards from
anywhere else. Whenever another Location
enters play, ice this Relic.",9,EMPTY,Mythic,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/Colosseum.png
Lotl,149,Arches,Arches,Colorless,Relic,Location,"Whenever a Character is flopped, its owner
gets a Fishsicle. Whenever another Location
enters play, ice this Relic.",10,EMPTY,Mythic,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/Arches.png
Lotl,150,Parasol Rod,ParasolRod,Rod,Rod,EMPTY,"When this Rod enters play,
choose a Rod and unflop it.",EMPTY,EMPTY,Uncommon,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/ParasolRod.png
Lotl,151,Nyan Cat,NyanCat,Colorless,Character,Nyan Cat,"Nyan Cat enters the huddle with 2 vibe counters on it.
Whenever Nyan Cat is flopped, remove a vibe counter from it.",2,0,Rare,2238,Chris Torres,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/NyanCat.png
Bap,1,Toasting Birb,ToastingBirb,Red,Character,Birb,"Whenever you ice any number of cards from your hand, put that many vibe counters on this Character.",1,1,Common,2238,Stoopid Penguin,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/ToastingBirb.png
Bap,2,Birb With a Mouse,BirbWithAMouse,Red,Character,Birb,,1,2,Common,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/BirbWithAMouse.png
Bap,3,Birb,Birb,Red,Character,Birb,"When this Character enters the huddle, reveal the top two cards of your deck. Pick up to one Action card with Pudge cost 2 or less and draw it. Put the cards you didn't draw on the bottom of your deck.",2,1,Rare,2238,Clare Altman & CAH,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/Birb.png
Bap,4,Burglirb,Burglirb,Red,Character,Birb,"As long as you have two or more Action cards in your ice, this Character can produce _R__R_.",2,1,Common,2238,bluugu - Lucius,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/Burglirb.png
Bap,5,Psychic Birb,PsychicBirb,Red,Character,Birb,"Whenever this Character is chosen by anything, draw a card, then ice a card from your hand.",2,1,Uncommon,2238,Stoopid Penguin,https://ocg-card-catalog.s3.us-west-2.amazonaws.com/Spoiler_Previews/PsychicBirb.png
